id,name,type,lat,lon,opentime,endtime,price,recommendmintime,recommendmaxtime,star
40,老舍茶馆,{人文景观},39.906052,116.399659,10:00,22:00,180,3,4,4.7
41,北京杜莎夫人蜡像馆,{博物馆/纪念馆;网红打卡点;沉浸式体验},39.903663,116.404671,10:00,21:00,129,2,3.5,3.7
42,孔庙和国子监博物馆,{博物馆/纪念馆;非遗体验},39.953111,116.420343,9:00,17:00,0,1,1.5,3.9
43,八达岭野生动物世界,{游乐园/体育娱乐;亲子友好},40.359586,116.001343,8:00,17:00,85,1,2.5,4.2
44,故宫珍宝馆,{博物馆/纪念馆},39.925979,116.406346,8:30,17:00,0,2,3,4.7
45,太和殿,{历史古迹;城市地标},39.923657,116.403432,8:30,17:00,0,2,3.5,4.8
46,毛主席纪念堂,{博物馆/纪念馆;城市地标},39.908876,116.404145,8:00,12:00,0,2.5,4,3.8
47,午门,{历史古迹;城市地标},39.920105,116.403705,8:30,17:00,0,1.5,2,3.8
48,太平洋海底世界,{游乐园/体育娱乐;亲子友好;沉浸式体验},39.924905,116.312596,8:30,17:30,90,0.5,1,4.4
49,798艺术区,{美术馆/艺术馆;网红打卡点;城市地标},39.991061,116.501104,0:00,24:00,0,2.5,4,4.8
50,清华大学艺术博物馆,{美术馆/艺术馆;小众秘境},40.007638,116.342234,9:00,17:00,0,0.5,1,4.4
51,中央广播电视塔,{人文景观;城市地标;网红打卡点},39.925494,116.313595,8:30,18:00,90,2,2.5,4.8
52,德云社剧场,{人文景观;夜经济热点},39.890323,116.404395,19:15,22:00,698,1.5,3,4.7
53,慕田峪长城索道滑道,{游乐园/体育娱乐;沉浸式体验;小众秘境},40.437922,116.570303,8:00,17:00,0,1.5,2,3.8
54,雁栖湖,{公园;节庆限定},40.403587,116.690837,8:30,17:30,42,3,4,4.6
55,北京宋庆龄故居,{红色景点},39.951737,116.389564,9:00,17:00,20,3,3.5,4.5
56,水立方嬉水乐园,{游乐园/体育娱乐;亲子友好;沉浸式体验},39.998775,116.39662,10:00,18:00,136.99,1.5,3,4.6
57,潭柘寺,{历史古迹;小众秘境},39.91122,116.03762,8:30,16:30,50,1,2,4.9
58,黄花城水长城,{历史古迹;小众秘境},40.419287,116.307167,8:30,17:00,58,3,3.5,4.7
59,大栅栏,{商业街区;美食目的地;夜经济热点},39.901535,116.397634,0:00,24:00,0,0.5,1,4.9
60,钟鼓楼,{历史古迹;城市地标;网红打卡点},39.948732,116.40236,9:30,17:30,10,1,2,4.8
61,鼓楼,{历史古迹;城市地标;网红打卡点},39.946841,116.40237,9:30,17:30,0,0.5,2,4.8
62,北京奥林匹克塔,{游乐园/体育娱乐;城市地标;网红打卡点},40.014691,116.40065,9:00,22:00,118,2.5,3,4.8
63,红螺寺,{文化旅游区;节庆限定},40.389488,116.634124,0:00,24:00,54,0.5,1.5,4.9
64,八大处公园,{公园;小众秘境},39.968352,116.189212,6:00,18:00,10,2.5,3,4.8
65,国子监,{历史古迹},39.953116,116.419591,9:00,17:00,0,0.5,1,4.8
66,中华民族博物院,{博物馆/纪念馆;节庆限定},39.989186,116.397793,8:30,18:00,45,2,3,4.6
67,三里屯,{商业街区;夜经济热点;网红打卡点},39.940602,116.458347,9:00,23:00,0,1,1.5,4.9
68,大熊猫馆,{游乐园/体育娱乐;亲子友好},39.945481,116.34581,8:00,18:00,0,1,2,4.5
69,富国海底世界,{游乐园/体育娱乐;亲子友好;沉浸式体验},39.933996,116.453669,9:00,17:30,91,1,1.5,4.2
70,龙庆峡,{自然风光;小众秘境},40.557851,116.009343,8:30,17:00,40,1,2.5,4.6
71,定陵,{历史古迹;小众秘境},40.30048,116.232421,8:30,18:00,60,1.5,2,4.6
72,北京乐高探索中心,{游乐园/体育娱乐;亲子友好;沉浸式体验},39.930684,116.602649,10:30,18:30,180,1,1.5,4.8
73,司马台长城,{历史古迹;小众秘境},40.663649,117.292856,9:00,16:10,40,1.5,2,4.8
74,石景山游乐园,{游乐园/体育娱乐;亲子友好;沉浸式体验},39.91784,116.215231,9:00,17:30,10,2,3,4.7
75,首都博物馆,{博物馆/纪念馆;城市地标},39.912283,116.349192,9:00,17:00,0,1.5,2,4.8
76,北京刘老根大舞台,{游乐园/体育娱乐;夜经济热点},39.899788,116.406961,20:00,22:15,580,0.5,1.5,4.6
77,祈年殿,{历史古迹;城市地标},39.889922,116.419288,8:00,18:00,0,2,3.5,4.8
78,后海,{公园;夜经济热点;美食目的地},39.948183,116.394776,0:00,24:00,0,2.5,3,4.9
79,纪晓岚故居,{历史古迹;小众秘境},39.896319,116.393561,9:00,18:00,10,2,3,4.7
80,观复博物馆,{博物馆/纪念馆;小众秘境},40.013243,116.540404,9:00,16:00,88,2,3,4.8
81,国家图书馆,{博物馆/纪念馆;城市地标},39.949689,116.329894,9:00,21:00,0,1,2,4.9
82,中国美术馆,{美术馆/艺术馆;城市地标},39.931462,116.415454,9:00,17:00,0,2,2.5,4.9
83,地坛,{历史古迹;节庆限定},39.959692,116.419984,6:00,21:30,0,1,2,4.8
84,中国紫檀博物馆,{博物馆/纪念馆},39.916834,116.532527,9:00,17:00,50,2.5,4,4.8
85,北京喇叭沟原始森林公园,{自然风光;小众秘境},40.965737,116.495711,7:30,17:30,38,1,2,4.6
86,潘家园旧货市场,{商业街区;小众秘境;夜经济热点},39.881199,116.465329,9:00,21:00,0,3,3.5,4.7
87,人民大会堂,{人文景观;城市地标},39.911394,116.400238,9:00,15:00,0,0.5,1,5
88,北京世园公园,{公园;节庆限定},40.450315,115.957449,9:00,17:00,60,3,4,4.7
89,九谷口自然风景区,{自然风光;小众秘境},40.450379,116.668525,8:30,17:00,0,1.5,2,4.6
90,世界花卉大观园,{公园;节庆限定},39.841376,116.359803,0:00,24:00,50,2,3,4.5
91,悬空玻璃艺术馆,{美术馆/艺术馆;网红打卡点;城市地标},39.922161,116.418481,10:00,20:00,39.9,3,3.5,3.8
92,卢沟桥,{历史古迹;城市地标},39.856421,116.228721,7:30,19:00,20,2,3.5,4.7
93,八达岭古长城(残长城),{历史古迹;小众秘境},40.356556,115.979423,9:00,16:30,54,2,3,4.6
94,中国工美馆 中国非遗馆,{博物馆/纪念馆;非遗体验},40.009944,116.404125,9:00,17:00,0,0.5,1,4.9
95,红砖美术馆,{美术馆/艺术馆;网红打卡点;小众秘境},40.048543,116.506291,10:00,18:00,150,0.5,1,4.6
96,国家速滑馆,{游乐园/体育娱乐;城市地标;网红打卡点},40.023485,116.384188,12:00,18:00,40,1,1.5,4.8
97,回音壁,{历史古迹;城市地标},39.884433,116.41951,8:00,18:00,0,1,2,4.7
98,北京玛雅海滩水公园,{游乐园/体育娱乐;亲子友好;沉浸式体验},39.873927,116.500997,0:00,24:00,0,0.5,2,4.6
99,亮马河国际风情水岸,{公园;夜经济热点;美食目的地},39.955013,116.485426,15:00,18:30,0,1,1.5,4.8
100,温都水城·水梦奇缘,{游乐园/体育娱乐;亲子友好;沉浸式体验},40.110253,116.377085,10:00,18:00,118,3,4,4.5
101,玉渊潭公园,{公园;节庆限定},39.92195,116.329057,6:00,21:30,0,2.5,3,4.8
102,中国电影博物馆,{博物馆/纪念馆;沉浸式体验;小众秘境},40.0028,116.526921,9:00,17:00,0,2.5,4,4.8
103,世贸天阶,{商业街区;夜经济热点;网红打卡点},39.922006,116.458637,10:00,22:00,0,3,4,4.7
104,白云观,{历史古迹},39.906539,116.350119,8:30,16:30,0,2.5,4,4.9
105,故宫钟表馆,{博物馆/纪念馆},39.925225,116.405192,8:30,17:00,0,1,2.5,4.3
106,人民英雄纪念碑,{红色景点;城市地标},39.910966,116.404165,0:00,24:00,0,0.5,2,5
107,大运河博物馆,{博物馆/纪念馆;城市地标},39.887286,116.723345,10:00,20:00,0,0.5,1,4.7
108,北京市档案馆,{博物馆/纪念馆;小众秘境},39.890999,116.477648,9:00,17:00,0,2.5,3,4.8
109,国家植物园(原北京植物园),{公园;亲子友好;节庆限定},40.008872,116.216152,6:00,21:00,0,1,1.5,4.9
110,未来水世界,{游乐园/体育娱乐;亲子友好;沉浸式体验},39.863532,116.692107,9:00,20:00,0,0.5,1,4.8
111,长陵,{历史古迹;小众秘境},40.306283,116.255634,8:30,18:00,45,3,4,4.9
112,中国航空博物馆,{博物馆/纪念馆;小众秘境},40.192095,116.372885,9:00,17:00,0,1,1.5,4.7
113,西单商业街,{商业街区;美食目的地;夜经济热点},39.917372,116.380941,0:00,24:00,0,0.5,1,4.8
114,昆明湖,{公园;城市地标},39.999894,116.278314,6:30,18:00,0,1.5,3,3.7
115,坡峰岭,{自然风光;节庆限定},39.709779,115.84427,8:00,17:00,30,2.5,3,4.6
116,白塔寺,{历史古迹},39.930757,116.369903,9:00,17:00,0,1,2,4.7
117,龙潭中湖公园,{公园;城市地标;夜经济热点},39.882817,116.439721,6:00,22:00,0,1,2.5,4.8
118,水关长城,{历史古迹;小众秘境},40.343181,116.044886,9:00,16:30,35,0.5,2,4.7
119,五道营胡同,{商业街区;美食目的地;夜经济热点},39.954871,116.415418,0:00,24:00,0,2,2.5,4.9
120,陶然亭公园,{公园;城市地标},39.88066,116.388442,6:00,22:00,0,1,2,4.8
121,北京曲水兰亭水疗,{游乐园/体育娱乐;夜经济热点},39.911218,116.51187,0:00,24:00,1208.9,1,2,4.6
122,国家动物博物馆,{博物馆/纪念馆;亲子友好;沉浸式体验},40.011196,116.392992,9:00,17:00,0,2,3.5,4.6
123,东交民巷,{历史古迹;城市地标},39.90893,116.417056,0:00,24:00,0,2,3,4.3
124,凤凰中心,{人文景观;网红打卡点;城市地标},39.940342,116.480337,10:00,17:00,0,1.5,3,4.8
125,北京市劳动人民文化宫,{文化旅游区;城市地标},39.918736,116.406195,6:30,19:00,0,2,3.5,4.8
126,朝阳剧场杂技,{游乐园/体育娱乐;沉浸式体验;夜经济热点},39.928194,116.468861,16:00,20:00,0,0.5,2,4.7
127,奥林匹克森林公园,{公园;亲子友好;节庆限定},40.025231,116.3968,6:00,21:00,0,0.5,1.5,4.8
128,周口店北京人遗址博物馆,{博物馆/纪念馆},39.693589,115.943241,9:00,16:30,30,0.5,1,4.5
129,北京平谷金海湖,{自然风光;节庆限定},40.187348,117.310896,8:30,17:30,38,3,4,4.4
130,十七孔桥,{历史古迹;城市地标},39.997,116.283926,6:30,18:00,0,1,1.5,4.8
131,国家典籍博物馆,{博物馆/纪念馆;城市地标},39.948853,116.330581,9:00,17:00,0,2.5,3,4.8
132,城市大道,{商业街区;美食目的地;夜经济热点},39.855987,116.683649,8:00,23:00,0,0.5,2,4.9
133,玉渡山景区,{自然风光;小众秘境},40.55826,115.895804,8:30,15:30,60,1,2,4.6
134,北京西山国家森林公园,{公园;小众秘境},39.982469,116.201277,8:00,18:00,10,2.5,3,4.8
135,烟袋斜街,{商业街区;美食目的地;夜经济热点},39.945443,116.400974,0:00,24:00,0,2,2.5,4.7
136,中山公园,{公园;城市地标},39.916729,116.400516,6:00,21:00,0,3,4,4.9
137,护国寺,{历史古迹;非遗体验},39.941127,116.381757,0:00,24:00,0,2,2.5,4.3
138,乐多港·卡乐星球,{游乐园/体育娱乐;沉浸式体验;亲子友好},40.241035,116.196994,9:30,18:00,179,0.5,1,4.2
139,北京金海湖碧波岛度假区,{游乐园/体育娱乐;亲子友好;节庆限定},40.173688,117.336098,9:00,17:00,158,1.5,3,4.4
140,紫御湾码头,{人文景观;夜经济热点},39.950809,116.323237,9:00,16:00,0,2,3.5,4.8
141,SOLANA蓝色港湾,{商业街区;夜经济热点;美食目的地},39.955084,116.482406,0:00,24:00,0,0.5,2,4.8
142,老北京胡同游,{人文景观;非遗体验;城市地标},39.940188,116.396212,7:00,16:00,0,1,2,4.5
143,野鸭湖国家湿地公园,{公园;小众秘境},40.414865,115.864833,9:00,17:00,50,0.5,2,4.5
144,箭扣长城,{历史古迹;小众秘境},40.449159,116.541112,0:00,24:00,0,0.5,1,4.7
145,银河SOHO,{商业街区;网红打卡点;城市地标},39.92661,116.439685,0:00,24:00,0,2,3.5,4.8
146,梵高星空艺术馆（王府井旗舰店）,{美术馆/艺术馆;网红打卡点;沉浸式体验},39.916613,116.418247,10:00,21:00,39.9,1,1.5,4.5
147,角楼,{历史古迹;城市地标},39.928846,116.407488,8:30,17:00,0,3,4,4.3
148,和平菓局,{商业街区;美食目的地;夜经济热点},39.920345,116.416782,10:00,22:00,0,2,3,4.8
149,十渡风景名胜区,{自然风光;小众秘境},39.644148,115.606473,8:00,17:00,0,2,3,4.7
150,北京国际鲜花港,{公园;节庆限定},40.187688,116.803564,9:00,17:00,30,1,2,4.4
151,黑龙潭风景区,{自然风光;小众秘境},40.569355,116.793737,9:00,17:00,58,1.5,3,4.6
152,北京艺术博物馆,{博物馆/纪念馆;非遗体验},39.952595,116.317868,9:00,17:00,20,1.5,3,4.8
153,长安街,{商业街区;城市地标;夜经济热点},39.914246,116.415894,0:00,24:00,0,1.5,2,4.9
154,长城之漫观景台,{人文景观;网红打卡点;城市地标},40.36194,116.01666,6:00,22:30,0,3,4,3.9
155,北京民俗博物馆,{博物馆/纪念馆},39.929847,116.450503,8:30,16:30,10,1.5,2,4.6
156,北京鲁迅博物馆(北京新文化运动纪念馆),{博物馆/纪念馆;小众秘境},39.931264,116.36503,9:00,16:00,0,0.5,2,4.7
157,佛香阁,{人文景观;城市地标},40.005295,116.280371,9:00,16:00,0,2,2.5,3.7
158,北京坊,{商业街区;美食目的地;夜经济热点},39.904283,116.402433,10:00,22:00,0,2,3,4.7
159,北京颐和园石舫,{人文景观;城市地标},40.004311,116.276081,6:30,18:00,0,1,2.5,4.8
160,圜丘,{历史古迹;城市地标},39.883274,116.419657,8:00,17:30,0,3,4,4.7
161,保和殿,{历史古迹;城市地标},39.924779,116.403357,8:30,17:00,0,2.5,4,4.8
162,北京梨园剧场,{人文景观;非遗体验;夜经济热点},39.892911,116.392263,0:00,24:00,88,1.5,2,4.4
163,北京古代建筑博物馆,{博物馆/纪念馆;非遗体验},39.883595,116.398506,9:00,17:00,0,1,2.5,4.9
164,钟楼,{历史古迹;城市地标},39.948395,116.402205,9:30,17:30,10,2,3,4.8
165,紫竹院公园,{公园;亲子友好;节庆限定},39.948517,116.326003,6:00,21:30,0,1.5,2,4.9
166,白瀑寺,{历史古迹;小众秘境},40.124144,115.927283,8:00,17:00,0,1.5,3,4.9
167,历代帝王庙,{历史古迹},39.930766,116.373959,0:00,24:00,0,1,1.5,4.7
168,银山塔林,{历史古迹;小众秘境},40.320994,116.335118,8:00,16:00,20,0.5,1.5,4.7
169,中粮祥云小镇,{商业街区;夜经济热点;城市地标},40.095847,116.543123,10:00,21:00,0,2.5,4,4.8
170,太庙街门,{历史古迹;城市地标},39.916065,116.404527,9:00,17:00,0,0.5,1,4.2
171,中和殿,{历史古迹;城市地标},39.924221,116.403387,8:30,17:00,0,1,2.5,5
172,神路景区,{历史古迹;小众秘境},40.260807,116.23018,8:30,18:00,30,2.5,3,4.3
173,南宫旅游度假区,{游乐园/体育娱乐;亲子友好;沉浸式体验},39.81265,116.161143,9:00,21:00,0,1,1.5,4.6
174,戒台寺,{历史古迹;小众秘境},39.87673,116.092996,8:30,16:45,45,3,4,4.8
175,御花园,{公园;城市地标},39.927608,116.403161,8:30,15:30,0,1.5,2,3.8
176,国家植物园南园,{公园;亲子友好;节庆限定},39.996967,116.217629,8:00,18:00,0,1.5,3,4.9
177,通州运河公园,{公园;夜经济热点;城市地标},39.8824,116.748887,0:00,21:00,0,1,1.5,4.7
178,通州运河游船,{游乐园/体育娱乐;夜经济热点;沉浸式体验},39.913558,116.693871,9:30,10:30,0,1,2.5,4.3
179,中国海关博物馆,{博物馆/纪念馆;小众秘境},39.913052,116.43929,9:00,16:30,0,2,3,4.8
180,石林峡,{自然风光;小众秘境},40.268794,117.24851,8:30,17:00,68,2,3,4.6
181,北京温榆河公园,{公园;亲子友好;节庆限定},40.081409,116.471027,6:00,21:00,0,0.5,1,4.7
182,明城墙遗址公园,{公园;城市地标},39.907202,116.434388,8:30,19:30,0,1.5,2,4.7
183,北京(通州)大运河文化旅游景区,{文化旅游区;城市地标;节庆限定},39.920126,116.67408,9:00,17:00,0,0.5,2,4.8
184,清凉谷风景区,{自然风光;小众秘境},40.639741,116.760481,8:00,17:30,48.9,2.5,4,4.5
185,周口店北京人遗址公园,{历史古迹;小众秘境},39.696128,115.937405,9:00,16:30,30,2,3,4.5
186,北京展览馆,{博物馆/纪念馆;城市地标},39.946119,116.350668,8:30,18:00,0,0.5,1,4.8
187,呀路古热带植物园,{游乐园/体育娱乐;亲子友好;沉浸式体验},39.664878,116.60049,8:30,17:30,60,1.5,2,4.4
188,北京城市图书馆,{博物馆/纪念馆;城市地标},39.889043,116.721152,10:00,20:00,0,1,2,4.7
189,南宫五洲植物乐园,{游乐园/体育娱乐;亲子友好;沉浸式体验},39.799936,116.160942,9:30,17:30,68,1,2.5,4.6
190,三里屯酒吧一条街,{商业街区;夜经济热点;美食目的地},39.939886,116.462197,9:00,23:00,0,0.5,2,4.8
191,龙潭公园,{公园;城市地标;夜经济热点},39.884624,116.446425,6:00,22:00,0,1.5,3,4.8
192,霸天虎过山车,{游乐园/体育娱乐;沉浸式体验;网红打卡点},39.863491,116.686724,10:00,19:00,0,1,2.5,4.8
193,751活的3D博物馆,{游乐园/体育娱乐;沉浸式体验;网红打卡点},39.99011,116.507681,10:30,18:30,64.8,2.5,3,4
194,望京SOHO,{商业街区;网红打卡点;城市地标},40.002211,116.487288,0:00,24:00,0,0.5,2,4.8
195,梨树沟休闲谷,{游乐园/体育娱乐;亲子友好;节庆限定},40.295044,117.257046,9:00,17:00,0,1.5,3,4.5
196,八大胡同,{人文景观;美食目的地;夜经济热点},39.898892,116.398954,0:00,24:00,0,1.5,2,3.8
197,北京大学,{大学校园;城市地标},39.997899,116.316801,6:30,22:30,0,1.5,2,4.9
198,北京孔庙,{历史古迹},39.952772,116.420854,9:00,17:00,0,2,3.5,4.8
199,国家会议中心,{商业街区;城市地标;夜经济热点},40.006295,116.396466,0:00,17:00,0,1.5,3,4.3
200,北京蓝调庄园,{人文景观;亲子友好;节庆限定},39.97179,116.617844,8:30,18:00,0,1,2,4.6
201,首钢工业遗址公园,{公园;网红打卡点;城市地标},39.915904,116.170035,0:00,20:00,0,2,3,4.8
202,京东大溶洞,{自然风光;小众秘境},40.218624,117.260596,8:00,16:45,80,2.5,3,4.4
203,什刹海游船,{人文景观;夜经济热点;沉浸式体验},39.941419,116.399258,9:00,18:00,0,1,1.5,4.5
204,北京王府井天主教堂,{人文景观;城市地标},39.923646,116.418472,8:00,11:00,0,1,2.5,4.7
205,乾清宫,{历史古迹;城市地标},39.926469,116.403275,8:30,17:00,0,2,3.5,5
206,石刻艺术博物馆,{博物馆/纪念馆;小众秘境},39.950594,116.336751,0:00,24:00,0,2,3,4.8
207,华熙Live·五棵松,{商业街区;夜经济热点;城市地标},39.916725,116.283811,10:00,22:00,0,3,4,4.8
208,百里山水画廊,{自然风光;小众秘境},40.666026,116.257788,0:00,24:00,60,3,4,4.7
209,中华世纪坛,{文化旅游区;城市地标},39.917371,116.327863,9:00,17:00,0,0.5,1.5,4.7
210,张裕爱斐堡酒庄,{文化旅游区;节庆限定},40.382065,116.90818,8:00,17:00,78,1,2.5,4.5
211,老舍纪念馆,{博物馆/纪念馆},39.924948,116.414815,9:00,17:00,0,2,2.5,5
212,侏罗纪世界大冒险,{游乐园/体育娱乐;沉浸式体验;网红打卡点},39.862291,116.689723,10:00,19:00,0,1,2,4.8
213,阿派朗创造力乐园,{游乐园/体育娱乐;亲子友好;沉浸式体验},39.876917,116.745985,9:30,18:00,0,1,2,4.6
214,云居寺,{历史古迹;小众秘境},39.615247,115.780384,9:00,16:00,40,2,3,4.8
215,中国钱币博物馆,{博物馆/纪念馆;小众秘境},39.908529,116.401379,9:00,17:00,0,0.5,1.5,4.7
216,南池子美术馆,{美术馆/艺术馆;小众秘境},39.919969,116.409785,10:00,13:00,0,2.5,4,4.7
217,史家胡同,{历史古迹;城市地标},39.924567,116.43074,0:00,24:00,0,1,2,4.9
218,幻境空间超级元宇宙(北京店),{游乐园/体育娱乐;沉浸式体验;网红打卡点},39.905859,116.424056,10:00,22:00,59.8,1,2,4.4
219,北京凤凰岭景区,{自然风光;小众秘境},40.111966,116.091763,7:00,17:00,25,1,1.5,4.8
220,京东大峡谷,{自然风光;小众秘境},40.251256,117.180659,7:30,17:00,75,0.5,2,4.4
221,延禧宫,{历史古迹;城市地标},39.92673,116.405073,8:30,17:00,0,0.5,1,4.8
222,北京动物园游船码头,{游乐园/体育娱乐;亲子友好;沉浸式体验},39.948889,116.346669,10:30,15:30,79,1,2.5,4.5
223,中国铁道博物馆东郊馆,{博物馆/纪念馆;小众秘境},40.004012,116.522737,9:00,16:00,0,0.5,1,4.7
224,中国铁道博物馆正阳门馆,{博物馆/纪念馆;城市地标},39.90611,116.406489,9:00,17:00,0,2.5,4,4.8
225,天主教北京教区西什库教堂,{历史古迹;城市地标},39.931328,116.385221,8:00,11:00,0,1,1.5,4.8
226,北京警察博物馆,{博物馆/纪念馆;小众秘境},39.908366,116.411541,9:00,16:00,0,2,3,4.7
227,北顶娘娘庙,{历史古迹},39.99648,116.396595,8:30,16:30,0,1.5,3,4.9
228,神武门,{历史古迹;城市地标},39.92869,116.40324,0:00,24:00,0,1.5,2,4.3
229,青龙湖公园,{公园;亲子友好;节庆限定},39.802592,116.094874,9:00,17:30,39.9,2,2.5,4.1
230,中国古动物馆,{博物馆/纪念馆;亲子友好;沉浸式体验},39.943187,116.340639,9:00,16:30,0,3,3.5,4.7
231,北京启迪乔波冰雪世界,{游乐园/体育娱乐;亲子友好;沉浸式体验},40.206053,116.667894,10:00,21:00,138,2,2.5,4.5
232,嘉德艺术中心,{美术馆/艺术馆;小众秘境},39.930097,116.416887,10:00,18:00,0,2,3,4.8
233,天宁寺城,{历史古迹;小众秘境},39.900389,116.352581,0:00,16:00,0,1.5,3,4.7
234,曼联梦剧场,{人文景观;网红打卡点;城市地标},39.903746,116.401072,10:00,22:00,0,2,3,4.5
235,中国人民抗日战争纪念馆,{博物馆/纪念馆;城市地标},39.857778,116.232491,9:00,16:30,0,0.5,1.5,5
236,北京国际会议中心,{其它;城市地标;夜经济热点},39.995704,116.408757,8:30,17:30,0,3,3.5,4.8
237,京杭大运河,{人文景观;城市地标},39.911309,116.695847,0:00,24:00,0,2.5,3,4
238,坤宁宫,{历史古迹;城市地标},39.927103,116.403248,8:30,17:00,0,2.5,4,4.8
239,索道,{游乐园/体育娱乐;沉浸式体验;网红打卡点},40.363162,116.022042,6:30,16:30,0,1.5,3,4.8
240,杨梅竹斜街,{商业街区;美食目的地;夜经济热点},39.902577,116.400637,0:00,24:00,0,1,2,4
241,勅建弘慈广济寺,{历史古迹},39.930786,116.378703,7:00,16:30,0,1,2,4.8
242,北京工艺美术博物馆(北投新奥购物中心店),{博物馆/纪念馆;小众秘境},40.00572,116.400322,10:00,17:00,0,0.5,1,4.7
243,冶仙塔旅游风景区,{文化旅游区;小众秘境},40.407722,116.873395,8:30,17:30,47.9,2.5,4,4.6
244,苏州街,{商业街区;美食目的地;夜经济热点},39.991011,116.312016,0:00,24:00,0,1.5,3,4.8
